Transactions,Transactions Transaction Id,Transactions Gross Sales,Transactions Shipping,Transactions Tax,Transactions Discount,Transactions Total Sales ?,Transactions Refunds,Transactions Total Revenue ?,Transactions Net Revenue ?
             ,,,,,,,,,
                Day of Transaction,,,,,,,,,
             ,,,,,,,,,
            ,,,,,,,,,
9/24/2020,9RL30710D6597494C,33.6,23,0,0,56.6,0,56.6,33.6
9/24/2020,8LY02547T9900514V,84,5,0,0,89,0,89,84
9/24/2020,6MG28016YJ811663Y,31.5,5,0,0,36.5,0,36.5,31.5
9/23/2020,8UP753781P568432C,103.6,5,0,0,108.6,0,108.6,103.6
9/23/2020,5JJ28530BF001940V,56,5,0,0,61,0,61,56
9/23/2020,59V81631A7496374M,32,5,0,0,37,0,37,32
9/23/2020,45S953232B803045L,56,5,0,0,61,0,61,56
9/23/2020,7NC850120F040502P,175,5,0,0,180,0,180,175
9/23/2020,55W10620DV7732427,31.5,5,0,0,36.5,0,36.5,31.5
9/23/2020,50M74407MN276443T,112,5,0,0,117,0,117,112
9/19/2020,66V02600EU876702U,250,10,0,0,260,0,260,250
9/17/2020,0PR234127P116740M,176,8,0,0,184,0,184,176
9/14/2020,16M45158KY613950F,30,29,0,0,59,0,59,30
9/10/2020,8X5929523S907651M,80,23,0,0,103,0,103,80
9/10/2020,5LE76812367014206,44,23,0,0,67,0,67,44
9/10/2020,68856523RT062833N,75,5,0,0,80,0,80,75
9/10/2020,97F55980M6347481M,44,5,0,0,49,0,49,44
9/10/2020,82E66782E2379213Y,120,8,0,0,128,0,128,120
9/10/2020,9KT366140L3753403,78,8,0,0,86,0,86,78
9/10/2020,85E64900C5758483U,80,5,0,0,85,0,85,80
9/10/2020,38354283BC264361U,76,8,0,0,84,0,84,76
9/9/2020,37U64165WD251393D,75,5,0,0,80,0,80,75
9/7/2020,2KA95410EC2844505,74,8,0,0,82,0,82,74
9/5/2020,5SK97135468489648,38,23,0,0,61,0,61,38
9/5/2020,021625665C859183E,80,8,0,0,88,0,88,80
9/5/2020,3P333943W2458683V,40,5,0,0,45,0,45,40
9/5/2020,7X0255987J671830B,80,5,0,0,85,0,85,80
9/5/2020,0M609902YA579044W,22,5,0,0,27,0,27,22
9/5/2020,94F084931L950621D,45,5,0,0,50,0,50,45
9/4/2020,6UX26056G1891680P,40,5,0,0,45,0,45,40
9/4/2020,8HC72035RY502011H,44,5,0,0,49,0,49,44
9/4/2020,4AP78081V2966183D,317,14,0,0,331,0,331,317
9/4/2020,3RP805741V232621L,122,8,0,0,130,0,130,122
9/4/2020,6DN228035A808483S,80,8,0,0,88,0,88,80
9/4/2020,7E735760TE8591408,48,5,0,0,53,0,53,48
9/4/2020,24X92660TU240313P,56,8,0,0,64,0,64,56
9/4/2020,24777621BT189941N,127,10,0,0,137,0,137,127
9/4/2020,6WL65024G5281301M,40,5,0,0,45,0,45,40
9/4/2020,3N210878YN189494U,248,45,0,0,293,0,293,248
9/4/2020,4UK497394E219054L,22,5,0,0,27,0,27,22
9/4/2020,8XY101178C117671J,22,5,0,0,27,0,27,22
9/4/2020,5YP37549GN9153156,130,10,0,0,140,0,140,130
9/4/2020,8T661175EJ889031T,65,5,0,0,70,0,70,65
9/4/2020,6CX80097BS183374N,60,5,0,0,65,0,65,60
9/4/2020,5JK58111HF334291R,22,5,0,0,27,0,27,22
9/2/2020,1P036003HK097742N,45,5,0,0,50,0,50,45
9/2/2020,3T131880RD864205T,25,5,0,0,30,0,30,25
9/1/2020,8M364375U30259703,98,8,0,0,106,0,106,98
8/31/2020,6GR598968D932261E,74,8,0,0,82,0,82,74
8/30/2020,44B606200H688081N,130,8,0,0,138,0,138,130
8/30/2020,0394519791450270H,108,37,0,0,145,0,145,108
8/30/2020,63A43989WD331081C,150,5,0,0,155,0,155,150
8/30/2020,94J08229128922402,40,5,0,0,45,0,45,40
8/28/2020,55A198096R363604S,80,5,0,0,85,0,85,80
8/27/2020,92457324S6827721L,38,5,0,0,43,0,43,38
8/27/2020,3413141137546153S,48,5,0,0,53,0,53,48
8/27/2020,66J976532G0733150,80,5,0,0,85,0,85,80
8/25/2020,86E45670UW865391L,32,5,0,0,37,0,37,32
8/25/2020,21S72671HT129300K,38,23,0,0,61,0,61,38
8/21/2020,9HJ15273T0598511H,180,37,0,0,217,0,217,180
8/20/2020,99239491CU781803W,32,5,0,0,37,0,37,32
8/20/2020,04X35734SK793944F,40,5,0,0,45,0,45,40
8/18/2020,4NK80559H38266058,28,5,0,0,33,0,33,28
8/17/2020,9UC22814R17505045,28,5,0,0,33,0,33,28
8/17/2020,2FA144865P0866411,90,10,0,0,100,0,100,90
8/17/2020,08K30639U9346682R,125,14,0,0,139,0,139,125
8/17/2020,6S4803117F094935Y,30,5,0,0,35,0,35,30
8/17/2020,50P6376868401235C,34,5,0,0,39,0,39,34
8/16/2020,85K572997B381243G,148,5,0,0,153,0,153,148
8/16/2020,3N169333UK131862B,245,10,0,0,255,0,255,245
8/16/2020,4YC35206TR7029105,90,10,0,0,100,0,100,90
8/15/2020,2VA25569NS9202803,25,5,0,0,30,0,30,25
8/15/2020,090185036V726605K,25,5,0,0,30,0,30,25
8/15/2020,27S40006L6456732Y,25,5,0,0,30,0,30,25
8/15/2020,4UN55918NX323861V,25,5,0,0,30,0,30,25
8/15/2020,6VR12825BD1727452,70,10,0,0,80,0,80,70
8/15/2020,4U5223207X803610L,25,5,0,0,30,0,30,25
8/14/2020,2PG56494TJ674662G,62,8,0,0,70,0,70,62
8/14/2020,783645446X601172M,30,5,0,0,35,0,35,30
8/12/2020,84595490A9991305M,30,5,0,0,35,0,35,30
8/12/2020,9A456038UT764434B,145,5,0,0,150,0,150,145
8/10/2020,9TM659925E7441624,60,8,0,0,68,0,68,60
8/10/2020,044419302C831600D,88,5,0,0,93,0,93,88
8/10/2020,6JT27183FW542664H,56,8,0,0,64,0,64,56
8/10/2020,0D4403363P251802X,170,65,0,0,235,0,235,170
8/10/2020,0MA42544J56649645,28,5,0,0,33,0,33,28
8/10/2020,2TV45863EE269362V,30,5,0,0,35,0,35,30
8/10/2020,2GT66592FY039892T,32,5,0,0,37,0,37,32
8/10/2020,9KM769813B386610W,25,5,0,0,30,0,30,25
8/10/2020,09C9416327657741C,22,5,0,0,27,0,27,22
8/10/2020,65J90552N57950406,113,14,0,0,127,0,127,113
8/8/2020,4MJ86444L97048534,180,5,0,0,185,0,185,180
8/8/2020,4DG3206104072851K,88,5,0,0,93,0,93,88
8/7/2020,65Y949439F1173741,45,5,0,0,50,0,50,45
8/7/2020,8.38844E+16,478,8,0,0,486,0,486,478
8/7/2020,0H054931NH0844717,60,5,0,0,65,0,65,60
8/7/2020,5E846488TD632320W,40,5,0,0,45,0,45,40
8/7/2020,61V101512J878581B,42,5,0,0,47,0,47,42
8/7/2020,0EJ74667E3500823A,98,5,0,0,103,0,103,98
8/7/2020,8NC35134KH3888814,80,5,0,0,85,0,85,80
8/7/2020,873138585J091450J,45,5,0,0,50,0,50,45
8/7/2020,52T470088R8500454,40,5,0,0,45,0,45,40
8/7/2020,5C333374FL439083A,68,5,0,0,73,0,73,68
8/7/2020,5XM55500WE1430611,360,45,0,0,405,0,405,360
8/6/2020,9X056000JR544832D,120,10,0,0,130,0,130,120
8/5/2020,030634224U613082J,24,5,0,0,29,0,29,24
8/5/2020,3D7840705C264834U,38,5,0,0,43,0,43,38
8/4/2020,3KT83412FH560852E,110,10,0,0,120,0,120,110
8/4/2020,4BC738490V5183915,280,8,0,0,288,0,288,280
8/3/2020,8XS90404LL935540Y,116,8,0,0,124,0,124,116
8/3/2020,7YG93838AC3773712,28,5,0,0,33,0,33,28
8/2/2020,0BW590681P190643W,160,5,0,0,165,0,165,160
8/1/2020,37074674X46633329,45,5,0,0,50,0,50,45
8/1/2020,20V742012H052311W,65,29,0,0,94,0,94,65
8/1/2020,0J765749LC9338146,160,5,0,0,165,0,165,160
8/1/2020,1LY86174GF151521H,38,5,0,0,43,0,43,38
8/1/2020,2KD38771KJ938921N,360,8,0,0,368,0,368,360
7/31/2020,22Y18210YX9971254,128,10,0,0,138,0,138,128
7/31/2020,17136180GX1570408,88,10,0,0,98,0,98,88
7/31/2020,0EV62952GW3870421,183,14,0,0,197,0,197,183
7/31/2020,2LH04343R51887003,32,5,0,0,37,0,37,32
7/31/2020,20X59458P5324602G,48,5,0,0,53,0,53,48
7/31/2020,9D066974D3285180M,58,5,0,0,63,0,63,58
7/31/2020,4M763268YH609273D,32,23,0,0,55,0,55,32
7/31/2020,3LN06900WV864391X,58,8,0,0,66,0,66,58
7/31/2020,3WR47445BX404122P,65,5,0,0,70,0,70,65
7/31/2020,94N43704M3833725E,118,10,0,0,128,0,128,118
7/30/2020,9J353439EC762313M,28,5,0,0,33,0,33,28
7/29/2020,64D21996EF0356930,66,29,0,0,95,0,95,66
7/28/2020,0D3822479E708164P,28,5,0,0,33,0,33,28
7/28/2020,291801653G438802C,25,5,0,0,30,0,30,25
7/28/2020,8CL6081465627480C,28,5,0,0,33,0,33,28
7/28/2020,77161923UR0226433,147,45,0,0,192,0,192,147
7/28/2020,02G92371VP755791L,15,5,0,0,20,0,20,15
7/28/2020,4GY72201P9273012A,32,5,0,0,37,0,37,32
7/28/2020,9NN13789A8661991L,64,8,0,0,72,0,72,64
7/27/2020,8X088178PG0930422,62,8,0,0,70,0,70,62
7/27/2020,23A48288JD528971L,68,8,0,0,76,0,76,68
7/27/2020,7V008104R9748963D,40,5,0,0,45,0,45,40
7/27/2020,6K0157451M065020N,58,8,0,0,66,0,66,58
7/27/2020,1SR23453JB368994D,30,5,0,0,35,0,35,30
7/27/2020,72J92150J92535315,60,8,0,0,68,0,68,60
7/27/2020,9LH75487WL8205003,28,5,0,0,33,0,33,28
7/27/2020,5G923949NR316353Y,60,8,0,0,68,0,68,60
7/26/2020,8BE23746AW615463L,60,5,0,0,65,0,65,60
7/24/2020,1YM89079PT6396842,80,5,0,0,85,0,85,80
7/24/2020,6S140279YL814481F,100,5,0,0,105,0,105,100
7/24/2020,2KY776763T9754714,400,8,0,0,408,0,408,400
7/24/2020,7MN00109LP6071259,250,5,0,0,255,0,255,250
7/24/2020,73P057636A531931T,180,23,0,0,203,0,203,180
7/24/2020,7CL35217CW2455252,150,5,0,0,155,0,155,150
7/23/2020,4RV20595A68361207,80,5,0,0,85,0,85,80
7/23/2020,23460701RW811422P,45,23,0,0,68,0,68,45
7/22/2020,52J4098843879301Y,40,5,0,0,45,0,45,40
7/21/2020,9YR65555J4153512G,60,5,0,0,65,0,65,60
7/21/2020,9S478056C32334639,40,5,0,0,45,0,45,40
7/21/2020,15F71395SS772870D,40,5,0,0,45,0,45,40
7/21/2020,01306795Y99166843,65,5,0,0,70,0,70,65
7/21/2020,8NC62131R0370212S,140,37,0,0,177,0,177,140
7/21/2020,66969275GG818623P,40,5,0,0,45,0,45,40
7/20/2020,8LS31812ML929573B,40,5,0,0,45,0,45,40
7/18/2020,92597516W5539884R,50,5,0,0,55,0,55,50
7/18/2020,3YA36847L9707344P,60,5,0,0,65,0,65,60
7/16/2020,1MJ98787KW317760V,80,23,0,0,103,0,103,80
7/15/2020,5XW404859D879852K,50,5,0,0,55,0,55,50
7/15/2020,4JJ47371F3377184U,25,5,0,0,30,0,30,25
7/15/2020,2NC3466912381760U,50,5,0,0,55,0,55,50
7/14/2020,2FS56473HW432143S,80,5,0,0,85,0,85,80
7/13/2020,1VB91548H07059323,40,5,0,0,45,0,45,40
7/13/2020,1ME566616Y9540314,50,5,0,0,55,0,55,50
7/13/2020,18D24439TW725041B,45,5,0,0,50,0,50,45
7/13/2020,3J843989YX7713436,85,8,0,0,93,0,93,85
7/13/2020,62U53166WL570991F,45,5,0,0,50,0,50,45
7/13/2020,29S3343226080101T,55,5,0,0,60,0,60,55
7/13/2020,21Y68495D93513621,230,37,0,0,267,0,267,230
7/13/2020,04G78921V2999551J,100,5,0,0,105,0,105,100
7/13/2020,8CP786672T589104V,45,5,0,0,50,0,50,45
7/13/2020,6D420418F4339822D,80,29,0,0,109,0,109,80
7/10/2020,97W588495Y5332447,100,5,0,0,105,0,105,100
7/10/2020,09T05653UK6812924,220,8,0,0,228,0,228,220
7/10/2020,0HB321297R105403C,60,5,0,0,65,0,65,60
7/10/2020,4WV40767J5011923T,140,29,0,0,169,0,169,140
7/9/2020,57E19657K24721014,240,10,0,0,250,0,250,240
7/9/2020,0YX138423X009992D,100,5,0,0,105,0,105,100
7/8/2020,7L7821331P2365412,40,5,0,0,45,0,45,40
7/8/2020,8.66456E+16,40,5,0,0,45,0,45,40
7/7/2020,00K98908TG941652U,105,8,0,0,113,0,113,105
7/6/2020,2JN0659290436315C,80,29,0,0,109,0,109,80
7/6/2020,04439903RG330592U,80,8,0,0,88,0,88,80
7/6/2020,5SR6626003092501W,45,5,0,0,50,0,50,45
7/6/2020,7NK78257YR1348211,60,5,0,0,65,0,65,60
7/6/2020,0MY25698HJ647090U,50,5,0,0,55,0,55,50
7/6/2020,7SP77228GE246214P,80,8,0,0,88,0,88,80
7/2/2020,75C355230A381573M,150,10,0,0,160,0,160,150
6/30/2020,4YY2563441930733Y,85,8,0,0,93,0,93,85
6/30/2020,2T292303DT5577020,60,5,0,0,65,0,65,60
6/30/2020,6L185860020046916,165,10,0,0,175,0,175,165
6/30/2020,4LE15982H5211664E,45,5,0,0,50,0,50,45
6/30/2020,0LE32901WD817852D,40,5,0,0,45,0,45,40
6/30/2020,5B4084431K222154Y,45,5,0,0,50,0,50,45
6/29/2020,9EX16478GG3831100,65,5,0,0,70,0,70,65
6/29/2020,0K143173DB410914E,40,5,0,0,45,0,45,40
6/29/2020,1RS61292708951333,60,5,0,0,65,0,65,60
6/29/2020,093945821W084534A,140,37,0,0,177,0,177,140
6/29/2020,70R20603FJ633053C,45,5,0,0,50,0,50,45
6/28/2020,2T976260C07673803,40,5,0,0,45,0,45,40
6/28/2020,1H9851965R122805C,280,10,0,0,290,0,290,280
6/28/2020,47N85230GM286171C,80,5,0,0,85,0,85,80
6/26/2020,9SF19520KJ679825M,80,8,0,0,88,0,88,80
6/24/2020,9YG889128Y546454N,125,5,0,0,130,0,130,125
6/24/2020,9XU28161LR8271455,185,14,0,0,199,0,199,185
6/24/2020,893242502V645580A,40,5,0,0,45,0,45,40
6/24/2020,5CL66337LE553654B,130,8,0,0,138,0,138,130
6/23/2020,54K00522M6444844B,260,37,0,0,297,0,297,260
6/23/2020,55X283438J4480201,60,5,0,0,65,0,65,60
6/23/2020,0SF81916H77433041,60,5,0,0,65,0,65,60
6/23/2020,5TE104275P6987017,65,5,0,0,70,0,70,65
6/23/2020,7G661694ET276431T,40,5,0,0,45,0,45,40
6/23/2020,9P977436436658446,45,5,0,0,50,0,50,45
6/23/2020,23T57284WU769921C,45,5,0,0,50,0,50,45
6/23/2020,7D871894YH777674H,40,5,0,0,45,0,45,40
6/23/2020,74S93844J5688794Y,40,5,0,0,45,0,45,40
6/23/2020,69A957205G9543222,45,5,0,0,50,0,50,45
6/23/2020,5.48327E+16,120,5,0,0,125,0,125,120
6/23/2020,8AT62842RE076620E,530,22,0,0,552,0,552,530
6/23/2020,4AX28997VJ571703T,40,5,0,0,45,0,45,40
6/22/2020,6A920381L5714430R,125,5,0,0,130,0,130,125
6/21/2020,6HN77515JJ007751G,40,23,0,0,63,0,63,40
6/21/2020,8F550458WA315662E,45,5,0,0,50,0,50,45
6/19/2020,49M6347044878132N,120,5,0,0,125,0,125,120
6/19/2020,72S49838V0081252G,40,5,0,0,45,0,45,40
6/19/2020,66M116784L5083239,40,5,0,0,45,0,45,40
6/19/2020,9WM94597NF609444S,205,37,0,0,242,0,242,205
6/19/2020,60T37928DK2640011,40,5,0,0,45,0,45,40
6/18/2020,51L28436XX7149919,240,10,0,0,250,0,250,240
6/18/2020,8FF641865R332834S,95,8,0,0,103,0,103,95
6/18/2020,21A13675GD841774E,40,5,0,0,45,0,45,40
6/18/2020,44M43688SJ636150N,200,5,0,0,205,0,205,200
6/18/2020,4NP248595D5541347,47,8,0,0,55,0,55,47
6/18/2020,72V78497G71132537,60,5,0,0,65,0,65,60
6/18/2020,6JF96790LR987834W,45,5,0,0,50,0,50,45
6/18/2020,4XN59735D7905281L,140,5,0,0,145,0,145,140
6/18/2020,13M04133MP485311J,85,8,0,0,93,0,93,85
6/18/2020,0TB7476815374962G,120,5,0,0,125,0,125,120
6/18/2020,2YK91361J2122181Y,40,5,0,0,45,0,45,40
6/18/2020,0EW78482SK311343K,90,8,0,0,98,0,98,90
6/18/2020,1E285883HA6622626,22,5,0,0,27,0,27,22
6/18/2020,5AG13055BR398323N,130,10,0,0,140,0,140,130
6/18/2020,5XA40602M0900613G,60,5,0,0,65,0,65,60
6/18/2020,2VP89266CU978652M,85,8,0,0,93,0,93,85
6/18/2020,746525082M049215G,45,5,0,0,50,0,50,45
6/18/2020,1MX40816WN6646837,45,5,0,0,50,0,50,45
6/18/2020,0WV49459TT4986155,45,5,0,0,50,0,50,45
6/18/2020,8YF80651EL366242Y,60,5,0,0,65,0,65,60
6/18/2020,83M47431A69705000,435,10,0,0,445,0,445,435
6/18/2020,5T4787870V4653647,60,5,0,0,65,0,65,60
6/18/2020,8F573074KY7553544,40,5,0,0,45,0,45,40
6/17/2020,2BN46282FR6272239,80,5,0,0,85,0,85,80
6/16/2020,4FG81263SR756060K,100,5,0,0,105,0,105,100
6/16/2020,67P13711GT5869232,25,5,0,0,30,0,30,25
6/16/2020,0T827565L0355744B,40,5,0,0,45,0,45,40
6/13/2020,05344569PJ4256115,90,10,0,0,100,0,100,90
6/12/2020,3SP22310ND412410H,70,8,0,0,78,0,78,70
6/11/2020,9W144613X5564445P,25,5,0,0,30,0,30,25
6/10/2020,8X190489N7325242Y,25,5,0,0,30,0,30,25
6/10/2020,8KD02163X4842442G,80,8,0,0,88,0,88,80
6/10/2020,7DV24603F1440781P,25,5,0,0,30,0,30,25
6/9/2020,5T74439315883593T,210,37,0,0,247,0,247,210
6/9/2020,55U57757J9400012F,40,5,0,0,45,0,45,40
6/9/2020,53F18432K40393913,25,5,0,0,30,0,30,25
6/9/2020,7JM74463MH775762U,25,5,0,0,30,0,30,25
6/9/2020,55M7214474677221C,35,5,0,0,40,0,40,35
6/9/2020,34D37536GE495844P,30,5,0,0,35,0,35,30
6/8/2020,11K489002U999903F,40,5,0,0,45,0,45,40
6/8/2020,0CJ18153NY4473946,180,8,0,0,188,0,188,180
6/8/2020,7UG61878WA291043D,45,8,0,0,53,0,53,45
6/8/2020,99U93510CJ605751C,45,8,0,0,53,0,53,45
6/8/2020,069460466S363332W,25,5,0,0,30,0,30,25
6/8/2020,9JH88293PE3694846,25,5,0,0,30,0,30,25
6/8/2020,62G24355WB0910919,25,5,0,0,30,0,30,25
6/8/2020,7SB66575W2242732K,75,10,0,0,85,0,85,75
6/8/2020,6DS049445T601333B,65,8,0,0,73,0,73,65
6/8/2020,8W3815338C621224P,67,10,0,0,77,0,77,67
6/8/2020,78G47055WG386705P,45,8,0,0,53,0,53,45
6/8/2020,6Y14853519878622C,65,5,0,0,70,0,70,65
6/8/2020,1GN59895TY6739109,85,10,0,0,95,0,95,85
6/8/2020,19V137852C211671P,45,8,0,0,53,0,53,45
6/8/2020,7UJ721341T0717804,105,10,0,0,115,0,115,105
6/8/2020,2P458957FY727161M,40,5,0,0,45,0,45,40
6/7/2020,6UF56121WX922174N,250,5,0,0,255,0,255,250
6/6/2020,669765465N8321453,140,8,0,0,148,0,148,140
6/5/2020,0J087624DL074661A,145,37,0,0,182,0,182,145
6/5/2020,0TX3337160660315H,40,5,0,0,45,0,45,40
6/5/2020,71W79676K2502610C,22,5,0,0,27,0,27,22
6/4/2020,3AL38941EF6768348,40,5,0,0,45,0,45,40
6/1/2020,4KV06753FT133353Y,180,5,0,0,185,0,185,180
6/1/2020,5SK55370LY375204E,100,8,0,0,108,0,108,100
5/31/2020,34R95620HA6573635,30,5,0,0,35,0,35,30
5/30/2020,5C623407G5003530T,40,5,0,0,45,0,45,40
5/30/2020,7EW3487883903920S,150,5,0,0,155,0,155,150
5/29/2020,1H933480YR173325X,80,5,0,0,85,0,85,80
5/29/2020,1X991586HC336863Y,100,8,0,0,108,0,108,100
5/28/2020,5S3291212G146483E,95,8,0,0,103,0,103,95
5/26/2020,82L79029J7813993Y,60,5,0,0,65,0,65,60
5/25/2020,98T19307FG829410G,185,37,0,0,222,0,222,185
5/25/2020,90299486FM747774R,100,5,0,0,105,0,105,100
5/25/2020,03R957577P484332A,100,5,0,0,105,0,105,100
5/25/2020,5TS107753A9180100,100,8,0,0,108,0,108,100
5/25/2020,2V337254WM610933V,150,5,0,0,155,0,155,150
5/25/2020,24G49042U0342781J,45,5,0,0,50,0,50,45
5/23/2020,2MC14744JF555394X,80,5,0,0,85,0,85,80
5/23/2020,94128621SL6875716,60,5,0,0,65,0,65,60
5/21/2020,1WF04445LJ494364C,50,8,0,0,58,0,58,50
5/21/2020,083391504P675490P,60,5,0,0,65,0,65,60
5/20/2020,12009581WK135953L,100,5,0,0,105,0,105,100
5/20/2020,12F1557810683213G,40,5,0,0,45,0,45,40
5/20/2020,8LY000164L957863P,50,8,0,0,58,0,58,50
5/20/2020,69N6602708192864Y,25,5,0,0,30,0,30,25
5/20/2020,8W972856H0631584N,50,5,0,0,55,0,55,50
5/20/2020,92408564H72681100,50,8,0,0,58,0,58,50
5/19/2020,3FN90346T3924900R,25,5,0,0,30,0,30,25
5/19/2020,7HP454737R176850L,350,29,0,0,379,0,379,350
5/19/2020,6F312421WX735223K,55,8,0,0,63,0,63,55
5/18/2020,7GN09652UU6865438,200,23,0,0,223,0,223,200
5/18/2020,5FE60688W5863221P,320,29,0,0,349,0,349,320
5/18/2020,1VK49431SG6875831,100,5,0,0,105,0,105,100
5/18/2020,56K39525SJ532254P,150,5,0,0,155,0,155,150
5/18/2020,4PJ0142729191841C,30,5,0,0,35,0,35,30
5/18/2020,97E24268R6553261L,150,5,0,0,155,0,155,150
5/18/2020,0B359927CH4593813,445,10,0,0,455,0,455,445
5/18/2020,4UC34458EN532045L,40,5,0,0,45,0,45,40
5/18/2020,3NU67060NH4828337,150,5,0,0,155,0,155,150
5/17/2020,9E34130133227560K,90,8,0,0,98,0,98,90
5/16/2020,1VP88712UH910170H,45,5,0,0,50,0,50,45
5/15/2020,5G2556316R533680H,120,8,0,0,128,0,128,120
5/15/2020,56W95576EE849352W,430,10,0,0,440,0,440,430
5/14/2020,9CS62912VB7876622,105,8,0,0,113,0,113,105
5/14/2020,7JD96771LT415014N,90,29,0,0,119,0,119,90
5/14/2020,4A804053WW975190P,80,8,0,0,88,0,88,80
5/14/2020,3YB584240E892154C,35,5,0,0,40,0,40,35
5/14/2020,44U45173HE072770K,60,5,0,0,65,0,65,60
5/14/2020,5NX958666U340523F,45,5,0,0,50,0,50,45
5/14/2020,2YR60879NC484203U,185,10,0,0,195,0,195,185
5/14/2020,14D51599DN706853D,145,5,0,0,150,0,150,145
5/14/2020,8LD5877798656321G,45,23,0,0,68,0,68,45
5/14/2020,2NU62104M4404821P,40,5,0,0,45,0,45,40
5/14/2020,3L973808M1766522G,45,5,0,0,50,0,50,45
5/13/2020,5S582752JD483400A,100,8,0,0,108,0,108,100
5/12/2020,6EE66888EL6198900,105,29,0,0,134,0,134,105
5/12/2020,0VB579492D980343D,180,5,0,0,185,0,185,180
5/11/2020,6U318848E88402246,80,5,0,0,85,0,85,80
5/11/2020,6SN00743RW0280442,180,8,0,0,188,0,188,180
5/10/2020,0UW9491802867223B,40,5,0,0,45,0,45,40
5/10/2020,73J01817YU9322009,120,5,0,0,125,0,125,120
5/9/2020,9EE17499DU287372G,65,5,0,0,70,0,70,65
5/9/2020,8GJ14313B0007512A,0,0,0,0,0,-169,-169,-169
5/9/2020,94A28193P3626093R,0,0,0,0,0,-23,-23,-23
5/9/2020,9NK77443YE790973T,60,5,0,0,65,0,65,60
5/9/2020,0VU07326B14261506,80,5,0,0,85,0,85,80
5/9/2020,8GK80480R9305962D,160,8,0,0,168,0,168,160
5/9/2020,6548123654957891N,0,0,0,0,0,-37,-37,-37
5/8/2020,9LJ4950038127483Y,100,8,0,0,108,0,108,100
5/8/2020,5YD94213XK0786509,40,5,0,0,45,0,45,40
5/8/2020,7PU803742C916023S,160,29,0,0,189,0,189,160
5/8/2020,4MM18214U29790922,270,8,0,0,278,0,278,270
5/8/2020,8WP64752H6056963F,65,5,0,0,70,0,70,65
5/8/2020,6CD32059S7517172M,80,23,0,0,103,0,103,80
5/8/2020,1RR700994N7213250,120,5,0,0,125,0,125,120
5/8/2020,5GY1239207130874D,155,8,0,0,163,0,163,155
5/8/2020,90J08840N3248334Y,60,23,0,0,83,0,83,60
5/8/2020,5KR72725LU088211A,230,37,0,0,267,0,267,230
5/8/2020,9YC90917X04236536,80,5,0,0,85,0,85,80
5/8/2020,5PU5158372215564R,90,8,0,0,98,0,98,90
5/8/2020,9T776824KM335431U,70,8,0,0,78,0,78,70
5/8/2020,4HB88120AH996944P,40,23,0,0,63,0,63,40
5/8/2020,4397599590585214V,80,5,0,0,85,0,85,80
5/8/2020,0VW070828U110372H,0,0,0,0,0,-173,-173,-173
5/8/2020,0WK39478L9446683S,40,5,0,0,45,0,45,40
5/8/2020,03M88440TN0206734,60,5,0,0,65,0,65,60
5/8/2020,95607594DD662594L,45,5,0,0,50,0,50,45
5/8/2020,2BD9108204370420M,120,5,0,0,125,0,125,120
5/8/2020,3UH20828W2433680B,150,5,0,0,155,0,155,150
5/8/2020,3SB54474BV134283G,55,5,0,0,60,0,60,55
5/8/2020,6BK32591YJ1584327,80,23,0,0,103,0,103,80
5/8/2020,44005946US4334016,45,5,0,0,50,0,50,45
5/8/2020,8T577243MJ8809503,65,23,0,0,88,0,88,65
5/8/2020,1L288769U3817190L,300,45,0,0,345,0,345,300
5/8/2020,19054558KS162492F,55,5,0,0,60,0,60,55
5/8/2020,9PW32780RW173445T,50,5,0,0,55,0,55,50
5/8/2020,63K97155LB457924W,80,5,0,0,85,0,85,80
5/8/2020,90F25942R8221303K,40,5,0,0,45,0,45,40
5/8/2020,01F370154J024160K,140,29,0,0,169,0,169,140
5/8/2020,5MT23909M1945804F,45,5,0,0,50,0,50,45
5/8/2020,86K3630441284203S,50,23,0,0,73,0,73,50
5/8/2020,63M36972W56895424,150,23,0,0,173,0,173,150
5/8/2020,12369343D3830350C,110,8,0,0,118,0,118,110
5/8/2020,4S932964FP6369643,65,5,0,0,70,0,70,65
5/8/2020,9JJ28328AF2396316,190,8,0,0,198,0,198,190
5/8/2020,6A436166CS9602422,245,10,0,0,255,0,255,245
5/8/2020,8LS29990Y55549417,200,5,0,0,205,0,205,200
5/8/2020,4BN498919W299864E,150,23,0,0,173,0,173,150
5/8/2020,0K6210843H3453250,145,10,0,0,155,0,155,145
5/8/2020,0AB22059331717242,105,8,0,0,113,0,113,105
5/8/2020,3E575874JY901012W,60,5,0,0,65,0,65,60
5/8/2020,6H9303073E375631H,40,23,0,0,63,0,63,40
5/7/2020,4TX80733Y4898874J,120,8,0,0,128,0,128,120
5/5/2020,83416794XC8394158,30,5,0,0,35,0,35,30
5/5/2020,28911356BK427771W,30,5,0,0,35,0,35,30
5/4/2020,6E106846CH127804X,400,5,0,0,405,0,405,400
5/3/2020,4U0374619H4924809,80,5,0,0,85,0,85,80
5/3/2020,5KC8143619399954S,40,5,0,0,45,0,45,40
5/3/2020,5.84995E+16,80,5,0,0,85,0,85,80
5/3/2020,30D53454JG494910L,225,8,0,0,233,0,233,225
5/2/2020,0BV05039NJ010693E,50,5,0,0,55,0,55,50
4/30/2020,3B061895R6801152E,30,5,0,0,35,0,35,30
4/30/2020,0G625869AJ4101045,80,5,0,0,85,0,85,80
